track_name,latitude,longitude,color
CDT,31.5540718,-108.3015374,#00AA00
CDT,31.5542005,-108.3015923,#00AA00
CDT,31.5543204,-108.3016524,#00AA00
CDT,31.5544214,-108.3017348,#00AA00
CDT,31.5545208,-108.3018275,#00AA00
CDT,31.5545911,-108.3018927,#00AA00
CDT,31.554654,-108.3019631,#00AA00
CDT,31.5547344,-108.3020335,#00AA00
CDT,31.554828,-108.3021176,#00AA00
CDT,31.5548865,-108.3021571,#00AA00
CDT,31.5549582,-108.3021743,#00AA00
CDT,31.5550357,-108.3021897,#00AA00
CDT,31.5551264,-108.3022258,#00AA00
CDT,31.5552098,-108.3022618,#00AA00
CDT,31.5552683,-108.3022772,#00AA00
CDT,31.5553414,-108.3022807,#00AA00
CDT,31.5554073,-108.3022704,#00AA00
CDT,31.5554702,-108.3022567,#00AA00
CDT,31.5555243,-108.3022567,#00AA00
CDT,31.5556495,-108.3023532,#00AA00
CDT,31.5557935,-108.3026407,#00AA00
CDT,31.5558531,-108.3028781,#00AA00
CDT,31.5559084,-108.3031748,#00AA00
CDT,31.5559932,-108.3034321,#00AA00
CDT,31.5560911,-108.3036748,#00AA00
CDT,31.556198,-108.3037841,#00AA00
CDT,31.5563159,-108.3038958,#00AA00
CDT,31.5564494,-108.3039879,#00AA00
CDT,31.5566242,-108.3040956,#00AA00
CDT,31.5568148,-108.3042679,#00AA00
CDT,31.5569666,-108.3044646,#00AA00
CDT,31.5571038,-108.3046725,#00AA00
CDT,31.5572296,-108.304872,#00AA00
CDT,31.557374,-108.3052139,#00AA00
CDT,31.5574739,-108.305478,#00AA00
CDT,31.5575561,-108.3057201,#00AA00
CDT,31.5575878,-108.30593,#00AA00
CDT,31.5576095,-108.3061789,#00AA00
CDT,31.5576464,-108.3064139,#00AA00
CDT,31.5577177,-108.3066122,#00AA00
CDT,31.5577953,-108.3067509,#00AA00
CDT,31.5578984,-108.3068517,#00AA00
CDT,31.5580408,-108.3069306,#00AA00
CDT,31.5581736,-108.3069933,#00AA00
CDT,31.5582759,-108.3070531,#00AA00
CDT,31.5584148,-108.3071446,#00AA00
CDT,31.5585804,-108.3072769,#00AA00
CDT,31.5587685,-108.3073441,#00AA00
CDT,31.5589578,-108.3074213,#00AA00
CDT,31.5591337,-108.3075192,#00AA00
CDT,31.5592663,-108.3076184,#00AA00
CDT,31.559335,-108.3076883,#00AA00
CDT,31.5594436,-108.3078332,#00AA00
CDT,31.5595471,-108.3080104,#00AA00
CDT,31.5596381,-108.3082083,#00AA00
CDT,31.5597177,-108.3084697,#00AA00
CDT,31.5598008,-108.3086331,#00AA00
CDT,31.5599714,-108.3089629,#00AA00
CDT,31.5600814,-108.3091526,#00AA00
CDT,31.5602824,-108.3095596,#00AA00
CDT,31.5603517,-108.3097028,#00AA00
CDT,31.5604168,-108.3097748,#00AA00
CDT,31.5605054,-108.3098136,#00AA00
CDT,31.5606412,-108.3098214,#00AA00
CDT,31.5607757,-108.3098263,#00AA00
CDT,31.5609101,-108.3097875,#00AA00
CDT,31.5610027,-108.3097497,#00AA00
CDT,31.561117,-108.3096904,#00AA00
CDT,31.5612494,-108.3096685,#00AA00
CDT,31.5613755,-108.3097025,#00AA00
CDT,31.5615183,-108.3097656,#00AA00
CDT,31.5616611,-108.3098641,#00AA00
CDT,31.5617603,-108.3099234,#00AA00
CDT,31.5618554,-108.3100035,#00AA00
CDT,31.5619526,-108.31012,#00AA00
CDT,31.5620147,-108.3102657,#00AA00
CDT,31.5620561,-108.3104502,#00AA00
CDT,31.5620995,-108.3106322,#00AA00
CDT,31.5621459,-108.3108207,#00AA00
CDT,31.5621961,-108.3108895,#00AA00
CDT,31.5622279,-108.310937,#00AA00
CDT,31.5623374,-108.3110716,#00AA00
CDT,31.5624656,-108.3112267,#00AA00
